id;test;ctrl;valence;time;q1;q2;q3;q4;q5;q6;q7;q8;q9;q10;q11;q12;age;gender;income;work;car;edu;device;day;hour
1;4;7;2;1485;3;4;6;6;3;3;3;3;1;2;4;6;20.0;1.0;2.0;1.0;1.0;3.0;0;0;17
1;5;7;3;2030;3;4;6;6;3;3;3;3;1;2;4;6;20.0;1.0;2.0;1.0;1.0;3.0;0;0;17
2;6;7;1;1418;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;1;7;3;1348;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;6;1;1102;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;2;7;2;1611;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;4;7;2;1715;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;6;1;1242;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;7;4;1439;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;3;7;3;1562;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;6;2;1406;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;3;6;2;1915;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;5;5;1354;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;3;7;2;1536;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;5;2;1768;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;4;6;2;2015;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;2;5;5;1287;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;4;7;3;1725;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;1;5;4;1750;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;6;1;1737;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;1;6;3;2079;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;7;2;1743;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;7;1;1421;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;7;4;1727;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;2;6;3;1697;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;3;5;5;1204;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;7;5;1452;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;5;5;5;1075;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;1;7;4;1682;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;7;3;1549;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;2;7;5;1504;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;5;3;1608;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;6;7;1;1541;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
2;4;5;5;1371;6;5;4;5;7;7;7;7;7;7;7;7;18.0;0.0;1.0;0.0;1.0;2.0;0;0;17
3;5;6;1;1471;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;7;5;1716;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;7;3;1588;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;1;7;4;1939;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;5;5;1452;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;4;6;1;1283;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;2;7;1;1042;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;2;7;1;1039;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;6;4;1661;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;7;4;1899;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;7;1;1784;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;7;1;1189;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;4;5;5;1653;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;3;7;1;1929;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;3;5;5;1991;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;3;6;2;2075;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;5;4;1786;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;4;7;3;1860;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;1;7;3;2039;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;6;1;2046;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;7;3;1927;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;7;5;1791;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;1;5;4;1784;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;7;1;1636;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;5;6;1;1967;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;6;5;5;1381;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
3;1;6;1;1558;7;5;6;7;3;1;1;1;7;7;6;5;19.0;0.0;2.0;0.0;1.0;3.0;0;0;17
